,track_id,track_name,artist_name,genre_id,genre_names,lyrics,lyrics_source
0,136802912,Kahit Di Mo Alam,December Avenue,[21],['Rock'],"Ipikit mo man ang iyong mata
'Di pa rin naman mag-iiba
Nabalutan ng poot ang puso mo
Tila malimit kang ngumiti ngayon
'Di ka rin naman ganyan noon
Naubusan ng tibok ang puso mo

Kulang na ba ang mga ulap
Sa langit at buwan?
'Di ka na babalik sa lilim ng ulan

Sa bawat saglit
Handang masaktan
Kahit 'di mo alam
Subukan muli
At pagbigyan
Ang ating nakaraan
Kahit 'di mo na alam

Ipikit mo na ang iyong mata
Ang nakaraa'y limutin na
Umaasang 'di ka na mawawala
Sadyang mahirap lang ngumiti ngayon
Minahal kita mula noon
Ibalik na ang tibok ng puso mo

Kulang na ba ang mga ulap
Sa langit at buwan?
'Di ka na babalik sa lilim ng ulan

Sa bawat saglit
Handang masaktan
Kahit 'di mo alam
Subukan muli
At pagbigyan
Ang ating nakaraan
Kahit 'di mo na alam

Kahit 'di mo na alam
Kahit 'di mo na...

Sa bawat saglit
Handang masaktan
Kahit 'di mo alam
Subukan muli
At pagbigyan
Ang ating nakaraan
Kahit 'di mo na alam

Kahit 'di mo na alam
Kahit 'di mo na alam
Kahit 'di mo na
Kahit 'di mo na
Kahit 'di mo na alam",
1,84257639,Parang Mali,Siakol,[21],['Rock'],"

Parang Mali
Kung kinausap mo lang siya kahit sandali
Di na siguro hahantung pa sa ganyang pangyayari
At sa maayos pa sana mauuwi

Parang Mali
Kasi ikaw pa ang parang nagmadali
Di ka man lang nagpaliwanag at pangiti ngiti
Tapos ikaw pala ang lalabas na sawi

Ngayon... Ano... Tuloy ang napala?
Nagsisisi... Wala kang magawa...
Kung mauulit lang uli... at iiwasan na ang pagkakamali
Pero hindi... kung hanggang diyan na lang ba talaga ang nalalabi

Parang Mali
Bat hinayaan mong ang huwag magsabi ng hindi
Umako ng di kasalanan na mahirap nang mabawi
Nakipamataasan, iyan ang naging sanhi

Ngayon... Ano... Tuloy ang napala?
Nagsisisi... Wala kang magawa...
Kung mauulit lang uli... at iiwasan na ang pagkakamali
Pero hindi... kung hanggang diyan na lang ba talaga ang nalalabi

Parang Mali
Kung kinausap mo lang siya kahit sandali
Di na siguro hahantung pa sa ganyang pangyayari
At sa maayos pa sana mauuwi
",
2,104448893,Eroplanong Papel,December Avenue,[21],['Rock'],"Sandali, 'wag kang mapupuno sa paghihirap
Darating din ang pag-asa mong pinapangarap
'Di ba sapat na ika'y mayro'ng pag-ibig
Nasa puso mong hindi maipapalit?
'Ka'y ngumiti

Ihip ng hangin sa kamay mong malamig
Daing na tinig, nasa aking pandinig
Liliparin ang isipan mo't damdamin
Makarating pa kaya sa kaniyang piling?
Ika'y pumikit

Kung panalangin ko'y 'di marinig
Abutin man ng bawat sandali
Kailangan kong isigaw, ako'y iyong iyo
Ang dalangin ng puso'y ikaw

Sandali, 'wag mong pigilan ang iyong pagluha
Damdamin mo'y aahon sa tumigil na tadhana
Aabutin ng 'yong palad ang hangarin
Makarating pa kaya sa kanyang piling?
Ika'y pumikit

Kung panalangin ko'y 'di marinig
Abutin man ng bawat sandali
Kailangan kong isigaw, ako'y iyong iyo
Ang dalangin ng puso'y ikaw

Ang kung sa bawat higpit ng aking pagdaramdam
Ay hindi ka malapitan
Makikiusap na lang
Kung panalangin ko'y 'di marinig
Abutin man ng bawat sandali
Kailangan kong isigaw, ako'y iyong iyo
Ang dalangin ng puso'y ikaw...

Ang dalangin ng puso'y ikaw
Ang panalangin sana'y marinig",
3,84257635,Basag,Siakol,[21],['Rock'],"

Kung hindi na masaya
Kung hindi na maligaya
Kung hindi na maganda ang tinatakbo ng iyong eksena
Hindi mo na dapat gampanan kung may itutuloy pa

Kung wala ng paraan
Kung wala ng kalalabasan
Kung wala ng kahahantungan ang lahat ng iyong pinaghirapan
Wala ng dahilan para manatili sa kinalalagyan

Hindi ka isang puno
Stayfoot at hindi makalayo
Basag na ang trip mo
Tumuklas ng bagong mundo

Hindi ka isang puno
Stayfoot at hindi makalayo
Basag na ang trip mo
Tumuklas ng bagong mundo

Kung hindi na masaya
Kung hindi na maligaya
Kung hindi na maganda ang tinatakbo ng iyong eksena
Hindi mo na dapat gampanan kung may itutuloy pa

Kung wala ng paraan
Kung wala ng kalalabasan
Kung wala ng kahahantungan ang lahat ng iyong pinaghirapan
Wala ng dahilan para manatili sa kinalalagyan

Hindi ka isang puno
Stayfoot at hindi makalayo
Basag na ang trip mo
Tumuklas ng bagong mundo
Tumuklas ng bagong mundo
Tumuklas ng bagong mundooo
Tumuklas ng bagong mundo
",
4,161144075,Bangin,Mayonnaise,[21],['Rock'],"Bumabalot sa katawan mo ng halos isang taon
Ang kadiliman at kasamaan, isa kang bangungot

'Di maintindihan, 'di masasakyan
'Di mapaglagyan ang iyong kalaban

Oh, ang lalim mo
Ang lapit mo sa bangin

...

",
5,144006889,Kung Di Rin Ikaw (Live),Mayonnaise,"[21, 14]","['Rock', 'Pop']","

Sa lupa manggagaling ang lakas
Na aminin sa'yo ang lahat lahat lahat
(Bakit paulit-ulit lang)
Maniwala ka

'Di na bale kung di rin ikaw
Kung di rin ikaw ang kasama
'Di na bale kung di rin ikaw
Kung di rin ikaw ang kasama

Sa lumang diskarte ko
Madalas naiipit pa rin ng wagas wagas wagas
(Bakit paulit-ulit ka)
Magtiwala ka

'Di na bale kung di rin ikaw
Kung di rin ikaw ang kasama
'Di na bale kung di rin ikaw
Kung di rin ikaw ang kasama

'Di naman nasusunod
Bigla na lang nasusulot
Palaging minamalas
Ayokong umasa sa iyo
Ohhhh...

'Di na bale kung di rin ikaw
Kung di rin ikaw ang kasama
'Di na bale kung di rin ikaw
Kung di rin ikaw ang kasama
",
6,142607092,Paskong Alaala,December Avenue,[21],['Rock'],"

Sasapit din ang araw
Malayo pa't tinatanaw
Naghahandang umaga ang ating panimula
Lalasapin sa hangin ang pagibig ng bawat isa

Kanlungan ng paglaya
Paghimig mo'y isang tula
Kalinga pang liwanag sa lilim ma'y tumatahan
Naririnig ng langit ang paghimig ng bawat isa

Lumalamig narin ang simoy ng hangin
Sabay sabay tayong manalangin
Ang araw ng pasko ay damhin mo

Buhay ko'y sadyang may ligaya
Sa piling nyo'y lubos ang pag-asa
Ang diwa ng pasko ay nasa ating puso
Dala-dala ko ang liwanag ng buhay

Pagtipon at pagsibol
Ang araw ay walang hanggan
Narito ang panahon
Kapiling nyo pinagmasdan ang makulay kong buhay
",
7,144006880,Porta (Live),Mayonnaise,"[21, 14]","['Rock', 'Pop']","

Isang umagang nakangiti
Walang problema walang ibang inisip
Ayoko munang umuwe
Tapusin natin ang araw hanggang gabi

Dadalhin kita, kahit san pa man
Iipunin ko, ang lahat ng saya
Wag kanang mangangamba
Di kita pababayaan
Kahit na nagtatampo kapa
Di ako magsasawa

Isang pelikula ang buhay natin
Alam mo lang na masaya, ang ending
Isang teleserye na maganda
Ako si wowie ikaw naman si judy ann

Dadalhin kita, kahit san pa man
Iipunin ko, ang lahat ng saya
Wag kanang mangangamba
Di kita pababayaan
Kahit na nagtatampo kapa
Di ako magsasawa

Eto na tayo, nandito na
Wag na wag na wag na wag nawawala

Dadalhin kita, kahit san pa man
Iipunin ko, ang lahat ng saya
Wag kanang mangangamba
Di kita pababayaan
Kahit na nagtatampo kapa
Di ako magsasawa
",
8,84257638,Haymabu,Siakol,[21],['Rock'],"

Nagmula sa hirap at masalimuot na direksyon
Baon ang lakas ng loob at gabay ng Panginoon
Walang inatrasang pagsubok at kahit ano mang hamon
bitbit ang bandila na nagsisilbing inspirasyon

Naranasang bumagsak ngunit agad ay bumangon
Hindi sumusuko laging may pagkakataon
Nang makamit ang tamis ng tagumpay ang tanging tinutuon
Hanggang maitaas ang kamay at mahirang na kampyon

Woo Woohoo Wohooohoo
Karangalan ka ng ating lahing Pilipino
Woo Woohoo Wohooohoo
Karangalan ka ng ating lahing Pilipino

Naranasang bumagsak ngunit agad ay bumangon
Hindi sumusuko laging may pagkakataon
Nang makamit ang tamis ng tagumpay ang tanging tinutuon
Hanggang maitaas ang kamay at mahirang na kampyon
Mabuhay ang mga Pilipino (Mabuhay)
Mabuhay ang Pilipinas (Mabuhay)
Mabuhay ang mga Pilipino (Mabuhay)
Mabuhay ang Pilipinas (Mabuhay)

Woo Woohoo Wohooohoo
Karangalan ka ng ating lahing Pilipino
Woo Woohoo Wohooohoo
Karangalan ka ng ating lahing Pilipino

Isigaw mo sa mundo
Ako ay Pilipino, Pilipinas ang bayan ko
Mula sa kakisigan ni Lapu-Lapu
Talino ni Rizal at tapang ni Bonifacio
Isigaw mo sa mundo
Ako ay Pilipino, Pilipinas ang bayan ko
Mula sa kakisigan ni Lapu-Lapu
Talino ni Rizal at tapang ni Bonifacio

Woo Woohoo Wohooohoo
Karangalan ka ng ating lahing Pilipino
Woo Woohoo Wohooohoo
Karangalan ka ng ating lahing Pilipino
Woo Woohoo Wohooohoo
Karangalan ka ng ating lahing Pilipino
Woo Woohoo Wohooohoo
Karangalan ka Karangalan ka
Karangalan ka ng ating lahing Pilipino
",
9,161144079,Wag Mo Akong Iwan,Mayonnaise,[21],['Rock'],"Wag mo ng isipin kung anong mahalaga
Lalo lang malulungkot pag mag-isa
Di ko na kailangang managinip pa
Wala namang saysay ang iyong mga salita
Kung kelan pa Wala ka na
Wag mo akong iwan
Hinding-hindi kita pababayaan
Wag mo akong iwan
Hinding-hindi kita malilimutan
Mahirap mang limutin ang mga alaala
Na tayo'y magkasama at naging masaya
Ayokong kalimutan dahil di ko na kaya
Hindi ko matanggap na wala ka na
Kung kelan pa Wala ka na
Wag mo akong iwan
Hinding-hindi kita pababayaan
Wag mo akong iwan
Hinding-hindi kita malilimutan
Kung kelan pa naging ganito
Ibibigay ko na ang puso ko ooh ooh ooooh
Kung kelan pa naging ganito
Nagunaw ang mundo...
Wag mo akong iwan
Hinding-hindi kita pababayaan
Wag mo akong iwan
Hinding-hindi kita malilimutan
Wag
Wag
Hinding-hindi kita pababayaan
Wag
Wag
Hinding-hindi kita malilimutan...",
