,track_id,track_name,artist_name,genius,azLyrics,metroLyrics,az_metro_similarity,genius_az_similarity,genius_metro_similarity
0,163709256,Ikaw At Ako,Moira Dela Torre feat. Jason Marvin,,"

Sabi nila
Balang araw darating
Ang iyong tanging hinihiling
At nung dumating
Ang aking panalangin
Ay hindi na maikubli

Ang pag-asang nahanap ko
Sayong mga mata
At ang takot kong sakali mang
Ika'y mawawala

At ngayon, nandyan ka na
'Di mapaliwanag ang nadarama
Handa ako sa walang hanggan
'Di paaasahin
'Di ka sasaktan
Mula noon
Hanggang ngayon
Ikaw at Ako

At sa wakas
Ay nahanap ko na rin
Ang aking tanging hinihiling
Pangako sa'yo
Na ika'y uunahin
At hindi naitatanggi

Ang tadhanang nahanap ko
Sa'yong pagmamahal
Ang dudulot sa pag ibig
Natin na magtatagal

At ngayon, nandyan ka na
'Di mapaliwanag ang nadarama
Handa ako sa walang hanggan
'Di paaasahin
'Di ka sasaktan
Mula noon (Mula noon)
Hanggang ngayon
Ikaw at Ako

At ngayon, nandito na
Palaging hahawakan
Iyong mga kamay
'Di ka na mag-iisa
Sa hirap at ginhawa
Ay iibigin ka
Mula noon
Hanggang ngayon
Mula ngayon
Hanggang dulo
Ikaw at Ako
","Sabi nila
Balang araw darating
Ang iyong tanging hinihiling
At nung dumating
Ang aking panalangin
Ay hindi na maikubli

Ang pag-asang nahanap ko
Sayong mga mata
At ang takot kong sakali mang
Ika'y mawawala

At ngayon, nandyan ka na
'Di mapaliwanag ang nadarama
Handa ako sa walang hanggan
'Di paaasahin
'Di ka sasaktan
Mula noon
Hanggang ngayon
Ikaw at Ako

At sa wakas
Ay nahanap ko na rin
Ang aking tanging hinihiling
Pangako sa'yo
Na ika'y uunahin
At hindi naitatanggi

Ang tadhanang nahanap ko
Sa'yong pagmamahal
Ang dudulot sa pag ibig
Natin na magtatagal

At ngayon, nandyan ka na
'Di mapaliwanag ang nadarama
Handa ako sa walang hanggan
'Di paaasahin
'Di ka sasaktan
Mula noon (Mula noon)
Hanggang ngayon
Ikaw at Ako

At ngayon, nandito na
Palaging hahawakan
Iyong mga kamay
'Di ka na mag-iisa
Sa hirap at ginhawa
Ay iibigin ka
Mula noon
Hanggang ngayon
Mula ngayon
Hanggang dulo
Ikaw at Ako",1.0,,
1,167116583,Hanggang Dito Na Lang,Jaya,,"

'Di ko alam kung tama ba ito
Lilisan ako upang maintindihan ko
Ang puwang sa puso't isipan
Kailangang gawin ngunit masasaktan

Iiwasan ko landas nating pinagdaanan
Pipilitin kong kalimutan ka

Hanggang dito na lang
Pilit ko mang ipaglaban ating pagmamahalan
Ito'y balewala sapagkat ako'y iniwan
Hanggang dito na lang ikaw itong nagpaalam
Alam kong hanggang dito na lang

Sabi mo sa akin ako'y iyong mahal
Ako'y hindi iiwan, magsasama habang buhay
Anong nangyari sayo'ng pangako
Na aking pinaniwalaan, tamis ng kahapon

'Di maintindihan sakit na nararamdaman
Pipilitin kong kalimutan ka

Hanggang dito na lang
Pilit ko mang ipaglaban ating pagmamahalan
Ito'y balewala sapagkat ako'y iniwan
Hanggang dito na lang ikaw itong nagpaalam
Alam kong hanggang dito na lang

Malaya ka na
Sayo'y paalam na
Kahit masaktan man ako
Hanggang dito na lamang ito oh woah hoh

Hanggang dito na lang
Pilit ko mang ipaglaban ating pagmamahalan
Ito'y balewala sapagkat ako'y iniwan
Hanggang dito na lang ikaw itong nagpaalam
Alam kong hanggang dito na lang
","Di ko alam kung tama ba ito.
Lilisan ako upang maintindihan ko
Ang puwang sa puso at isipan
Kailangang gawin ngunit masasaktan
Iiwasan ko landas nating pinagdaanan
Pipilitin kong kalimutan ka
Hanggang dito na lang
Pilit ko mang ipaglaban ating pagmamahalan
Ito'y balewala sapagkat ako'y iniwan
Hangang dito na lang ikaw itong nagpaalam
Alam kong hangang dito na lang
Sabi mo sa akin ako'y iyong mahal
Ako'y hindi iiwan magsasama habang buhay
Ayokong mangyari sayong pangako na aking pinaniwalaan tamis ng kahapon
Di maintindihan sakit na nararamdaman
Pipilitin kong kalimutan ka
Hangang dito na lang pilit ko mang ipaglaban
Ating pagmamahalan
Ito'y balewala sapagkat ako'y iniwan
Hangang dito na lang
Ikaw itong nagpaalam
Alam kong hangang dito na lang
...sayo'y paalam na
Kahit masaktan man ako
Hangang dito na lamang ito oooh
Hangang dito na lang
Pilit ko mang ipaglaban
Ating pagmamahalan
Ito'y balewala sapagkat ako'y iniwan
Hangang dito na lang
Ikaw itong nagpaalam
Alam kong hangang dito na lang",0.9780876494023905,,
2,114473971,Ikaw,Yeng Constantino,"Sa pagpatak ng bawat oras ay ikaw
Ang iniisip isip ko
Hindi ko mahinto pintig ng puso
Ikaw ang pinangarapngarap ko
Simula ng matanto na balang araw iibig ang puso
CHORUS:
Ikaw ang pagibig na hinintay
Puso ay nalumbay ng kay tagal ngunit ngayo'y nandito na ikaw
Ikaw ang pagibig na binigay sa akin ng may Kapal
Biyaya ka sa buhay ko, ligaya't pagibig ko'y ikaw
Humihinto sa bawat oras ng tagpo
Ang pagikot ng mundo, ngumingiti ng kusa ang aking puso
Pagka't nasagot na ang tanong nagaalala noon
Kung may magmamahal sakin ng tunay
CHORUS:
Ikaw ang pagibig na hinintay
Puso ay nalumbay ng kay tagal ngunit ngayo'y nandito na ikaw
Ikaw ang pagibig na binigay sa akin ng may Kapal
Biyaya ka sa buhay ko, ligaya't pagibig ko'y ikaw
At hindi pa'ko umibig ng ganito
At nasa isip makasama ka habang buhay
CHORUS:
Ikaw ang pagibig na hinintay
Puso ay nalumbay ng kay tagal ngunit ngayo'y nandito na ikaw
Ikaw ang pagibig na binigay sa akin ng may Kapal
Biyaya ka sa buhay ko, ligaya't pagibig ko'y ikaw
(ikaw ang pagibig na hinintay)
Puso ay nalumbay ng kay tagal ngunit ngayo'y nandito na ikaw
Ikaw ang pagibig na binigay sa akin ng may Kapal
Biyaya ka sa buhay ko, ligaya't pagibig ko'y ikaw
Pagibig ko'y ikaw","

Sa pagpatak ng bawat oras ay ikaw
Ang iniisip-isip ko
Hindi ko mahinto pintig ng puso
Ikaw ang pinangarap-ngarap ko
Simula nung matanto
Na balang araw iibig ang puso

Ikaw ang pagibig na hinintay
Puso ay nalumbay ng kay tagal
Ngunit ngayo'y nandito na ikaw
Ikaw ang pagibig na binigay
Sa akin ng may kapal
Biyaya ka sa buhay ko
Ligaya't pagibig ko'y ikaw

Humihinto sa bawat oras ng tagpo
Ang pagikot ng mundo
Ngumingiti ng kusa aking puso
Pagkat nasagot na ang tanong
Nagaalala noon kung may magmamahal
sa 'kin ng tunay

Ikaw ang pagibig na hinintay
Puso ay nalumbay ng kay tagal
Ngunit ngayo'y nandito na ikaw
Ikaw ang pagibig na binigay
Sa akin ng may kapal
Biyaya ka sa buhay ko
Ligaya't pagibig ko'y ikaw

At hindi pa 'ko umibig
Ng ganto at nasa isip
Makasama ka habang buhay

Ikaw ang pagibig na hinintay
Puso ay nalumbay ng kay tagal
Ngunit ngayo'y nandito na ikaw
Ikaw ang pagibig na binigay
Sa akin ng may kapal
Biyaya ka sa buhay ko
Ligaya't pagibig ko'y ikaw

Puso ay nalumbay ng kay tagal
Ngunit ngayo'y nandito na ikaw
Ikaw ang pagibig na binigay
Sa akin ng may kapal
Biyaya ka sa buhay ko
Ligaya't pagibig ko'y ikaw

Pagibig ko'y ikaw
","Sa pagpatak ng bawat oras ay ikaw
Ang iniisip-isip ko hindi ko mahinto pintig ng puso
Ikaw ang pinangarap-ngarap ko
Simula ng matanto na balang araw iibig ang puso

Ikaw ang pag-ibig na hinintay
Puso ay nalumbay ng kay tagal ngunit ngayo'y nandito na
Ikaw, ikaw ang pag-ibig na binigay
Sa akin ng Maykapal biyaya ka sa buhay ko
Ligaya't pag-ibig ko'y ikaw

Humihinto sa bawat oras ng tagpo
Ang pag-ikot ng mundo ngumingiti ng kusa aking puso
Pagka't nasagot na ang tanong
Kung nag-aalala noon kung may magmamahal sa'kin ng tunay

Ikaw ang pag-ibig na hinintay
Puso ay nalumbay ng kay tagal ngunit ngayo'y nandito na
Ikaw, ikaw ang pag-ibig na binigay
Sa akin ng Maykapal biyaya ka sa buhay ko
Ligaya't pag-ibig ko'y ikaw

At hindi pa'ko umibig ng gan'to
At nasa isip makasama ka habang buhay

Ikaw ang pag-ibig na hinintay
Puso ay nalumbay ng kay tagal ngunit ngayo'y nandito na
Ikaw, ikaw ang pag-ibig na binigay
Sa akin ng Maykapal biyaya ka sa buhay ko
Ligaya't pag-ibig ko'y ikaw
Puso ay nalumbay ng kay tagal ngunit ngayo'y nandito na
Ikaw, ikaw ang pag-ibig na binigay
Sa akin ng Maykapal biyaya ka sa buhay ko
Ligaya't pag-ibig ko'y ikaw
Pag-ibig ko'y ikaw...",0.9933540097474524,0.9744256610316429,0.9721980886185926
3,114797567,Chinito,Yeng Constantino,"Napapansin mo ba
Kaya ang tulad ko
Kahit nasa sulok lang ng iyong mga mata
Mahuli mo kaya ang pagsulyap sa'yo
Kahit hindi naman ako ang iyong kaharap
Oh chinito
Balang araw ay, malalaman mo rin

At kung ikaw ay nakatawa
Ako pa ba ay nakikita
Nalilimutan ko ang itsura ko
Kapag kausap na ikaw
Sana naman ako'y pakinggan
At nang ikaw ay malinawan
Dahil nabihag mo ang aking paningin at damdamin
Oh! Chinito... Chinito...

Kung hindi inaantok
Kung hindi nasisilaw
Pwede bang malaman ko
May pag-asa pa kayang matanaw
Bakit ba ang pungay ng bintana ng iyong mundo
Isang ngiti mo lang sakin
Ay baon ko hanggang sa pag-uwi
Oh chinito
Balang araw ay malalaman mo rin

At kung ikaw ay nakatawa
Ako pa ba ay nakikita
Nalilimutan ko ang itsura ko
Kapag kausap na ikaw
Sana naman ako'y pakinggan
At nang ikaw ay malinawan
Dahil nabihag mo ang aking paningin at damdamin
Oh! Chinito... Chinito...
Sana naman ako'y pakinggan
At nang ikaw ay malinawan
Dahil nabihag mo ang aking paningin at damdamin
Ah sige tawa lang nang tawa
Ako pa ba ay nakikita
Nalilimutan ko ang itsura ko
Kapag kausap na ikaw
Sana naman ako'y pakinggan
At nang ikaw ay malinawan
Dahil nabihag mo ang aking paningin at damdamin
Oh! Chinito... Chinito...","

Napapansin mo ba
Kaya ang tulad ko
Kahit nasa sulok lang ng iyong mga mata
Mahuli mo kaya ang pagsulyap sa'yo
Kahit hindi naman ako ang iyong kaharap
Oh chinito
Balang araw ay, malalaman mo rin

[Chorus:]
At kung ikaw ay nakatawa
Ako pa ba ay nakikita
Nalilimutan ko ang itsura ko
Kapag kausap na ikaw
Sana naman ako'y pakinggan
At nang ikaw ay malinawan
Dahil nabihag mo ang aking paningin at damdamin
Oh! Chinito.. Chinito..

Kung hindi inaantok
Kung hindi nasisilaw
Pwede bang malaman ko
May pag-asa pa kayang matatanaw
Bakit ba ang pungay ng bintana ng iyong mundo
Isang ngiti mo lang sakin
Ay baon ko hanggang sa pag-uwi
Oh Chinito
Balang araw ay malalaman mo rin

[Chorus:]
At kung ikaw ay nakatawa
Ako pa ba ay nakikita
Nalimutan ko ang itsura ko
Kapag kausap na ikaw
Sana naman ako'y pakinggan
At nang ikaw ay malinawan
Dahil nabihag mo ang aking paningin at damdamin
Oh! Chinito.. Chinito..

Sana naman ako'y pakinggan
At ikaw ay malinawan
Dahil nabihag mo ang aking paningin at damdamin
Ah sige ka wala nang tawa
Ako pa ba ay nakikita
Nalilimutan ko ang itsura ko
Kapag kausap na ikaw
sana naman ako'y pakinggan
At nang ikaw ay malinawan
Dahil nabihag mo ang aking paningin at damdamin
Oh! Chinito.. Chinito..
","Mapapansin mo ba
Kaya ang tulad ko
Kahit nasa sulok lang ng iyong mga mata
Mahuli mo kaya ang pagsulyap sa'yo
Kahit hindi naman ako ang iyong kaharap
Oh chinito
Balang araw ay, malalaman mo rin

At kung ikaw ay nakatawa
Ako pa ba ay nakikita
Nalilimutan ko ang itsura ko
Kapag kausap na ikaw
Sana naman ako'y pakinggan
At nang ikaw ay malinawan
Dahil nabihag mo ang aking paningin at damdamin

Oh! Chinito... Chinito...

Kung hindi inaantok
Kung hindi nasisilaw
Pwede bang malaman ko
May pag-asa pa kayang matatanaw
Bakit ba ang pungay ng bintana ng iyong mundo
Isang ngiti mo lang sakin
Ay baon ko hanggang sa pag-uwi

Oh chinito
Balang araw ay malalaman mo rin

At kung ikaw ay nakatawa
Ako pa ba ay nakikita
Nalilimutan ko ang itsura ko
Kapag kausap na ikaw
Sana naman ako'y pakinggan

At nang ikaw ay malinawan
Dahil nabihag mo ang aking paningin at damdamin
Oh! Chinito... Chinito...

Sana naman ako'y pakinggan
At nang ikaw ay malinawan
Dahil nabihag mo ang aking paningin at damdamin
Ah sige tawa lang nang tawa
Ako pa ba ay nakikita
Nalilimutan ko ang itsura ko
Kapag kausap na ikaw
Sana naman ako'y pakinggan
At nang ikaw ay malinawan
Dahil nabihag mo ang aking paningin at damdamin
Oh! Chinito... Chinito...",0.9865433137089992,0.9873524451939292,0.9966244725738397
4,160018049,Dati (Cover Version),Ben&Ben,"Datirati sabay pa nating pinangarap ang lahat
Umaawit pa sa hangin at amoy araw ang balat
Naaalala ko pa non nag-aagawan ng nintendo
Kay sarap namang mabalikan ang ating kwento
Lagi-lagi ka sa amin dumidiretso pag-uwi
Maglalaro ng tao-taong piso-pisong nabili
Umaawit ng theme song na sabay kinabisa
Kay sarap namang mabalikan ang alaala
Ikaw ang kasama buhat noon
Ikaw ang pangarap hanggang ngayon
Di bat ikaw nga yung reyna at ako ang iyong hari
Ako yung prinsesang sagip mo palagi
Ngunit ngayoy marami ng nabago’t nangyari
Ngunit di ang pagtingin na gaya pa rin ng
Dararatda dati
Dararatda dati
Dararatda dati
Na gaya pa rin ng…
Parang Julio at Julia lagi tayong magkasama
Sabay tayong umiiyak pag inaapi si Sarah
Una kang kinakatok sa pagsapit ng umaga
Sana mabalik pa natin ating pagsasama
Di bat ikaw nga yung reyna at ako ang iyong hari
Ako yung prinsesang sagip mo palagi
Ngunit ngayo’y malayo ka’t malabong mangyari
Ang aking pagtingin
Oh ibulong nalang sa hangin
Pangarap na lang din (pangarap na lang din)
Na gaya pa rin ng...
Dararatda dati
Dararatda dati
Dararatda dati
Na gaya pa rin
Dararatda dati
Dararatda dati
Dararatda dati
Na gaya pa rin ng...
Ng dati",,,,,
5,159086696,Balik-Balikan,Ben&Ben feat. Sam Concepcion,,"

Kulang ang mga salitang sinabi
Nang unang magpaalam ng mahimbing
At ayaw ko pa ngang iwan ang iyong bisig
Pero kailangan nang bukas ay harapin

Kahit naman malayo na'ng baybayin
Lagi namang pag-ibig ay sa atin

Karagatang sinasagwan
Balikan, balikan
Tahanan na pinagmulan
Balikan, balikan

Lagi mang bitin binigay na oras
Kapiling ang iyong malambing na mata
Marami pa namang natirang mga bukas
Mula sa iyong tabi ako ay papunta

At kahit naman malayo pa'ng baybayin
Lagi namang pag-ibig ay sa atin

Karagatang sinasagwan
Balikan, balikan
Tahanan na pinagmulan
Balikan, balikan

Karagatang sinasagwan
Balikan, balikan
Tahanan na pinagmulan
Balikan, balikan

Karagatang sinasagwan
Balikan, balikan
Tahanan na pinagmulan
Balikan, balikan
",,,,
6,53803034,Nandito Ako,David Archuleta,"Mayroon akong nais malaman
Maaari bang magtanong?
Alam mo bang matagal na kitang iniibig
Matagal na 'kong naghihintay
Ngunit mayroon kang ibang minamahal
Kung kaya't ako'y di mo pinapansin
Ngunit ganun pa man ay nais kong malaman mo
Ang puso kong ito'y para lang sa iyo
Nandito ako umiibig sa iyo
Kahit na nagdurugo ang puso
Kung sakaling iwanan ka niya
Huwag kang mag-alala
May nagmamahal sa iyo
Nandito ako
Kung ako ay iyong iibigin
'Di kailangan ang mangamba
Pagka't ako ay para mong alipin
Sa iyo lang wala nang iba
Ngunit mayroon kang ibang minamahal
Kung kaya't ako'y di mo pinapansin
Ngunit ganun pa man nais kong malaman mo
Ang puso kong ito'y para lang sa iyo
Nandito ako umiibig sa iyo
Kahit na nagdurugo ang puso
Kung sakaling iwanan ka niya
Huwag kang mag-alala
May nagmamahal sa iyo
Nandito ako
Nandito ako umiibig sa iyo
Kahit na nagdurugo ang puso
Kung sakaling iwanan ka niya
Huwag kang mag-alala
May nagmamahal sa iyo
Nandito ako
Nandito ako","

Mayroon akong nais malaman
Maaari bang magtanong?
Alam mo bang matagal na kitang iniibig
Matagal na 'kong naghihintay

Ngunit mayroon kang ibang minamahal
Kung kaya't ako'y di mo pinapansin
Ngunit ganun pa man ay nais kong malaman mo
Ang puso kong ito'y para lang sa iyo

Nandito ako umiibig sa iyo
Kahit na nagdurugo ang puso
Kung sakaling iwanan ka niya
Huwag kang mag-alala
May nagmamahal sa iyo
Nandito ako

Kung ako ay iyong iibigin
'Di kailangan ang mangamba
Pagka't ako ay para mong alipin
Sa iyo lang wala nang iba

Ngunit mayroon kang ibang minamahal
Kung kaya't ako'y di mo pinapansin
Ngunit ganun pa man nais kong malaman mo
Ang puso kong ito'y para lang sa iyo

Nandito ako umiibig sa iyo
Kahit na nagdurugo ang puso
Kung sakaling iwanan ka niya
Huwag kang mag-alala
May nagmamahal sa iyo
Nandito ako

Nandito ako umiibig sa iyo
Kahit na nagdurugo ang puso
Kung sakaling iwanan ka niya
Huwag kang mag-alala
May nagmamahal sa iyo
Nandito ako

Nandito ako
",,,0.996309963099631,
7,170029089,Talaarawan,Ben&Ben,"Bumabangon
Umiidlip
Hinahanap
Ang sarili
Bakit hindi
Ko mahinto
Ang pagsara
Ng iyong pinto?
Pakiusap, sandali lang
Pakibalik naman
Konting minutong nakaraan
‘Di magawang pakawalan
Talaarawan
Pakibalik naman
Dating sariling maparaan
Ang mabigat, lalagpasan
Talaarawan
Talaarawan
Kakapagod ang maisip
Bakit laging nabibitin
Bibitawan na, pagkabihag sa
Mga salitang “pasensya ka na’’
Bumubukas
Bagong libro
Paalam na
Sa ‘yong yugto
Pakibalik naman
Konting minutong nakaraan
Nais na ring pakawalan
Talaaraawan
Pakibalik naman
Dating sariling maparaan
Ang mabigat, lalagpasan
Talaarawan
Talaarawan","

Bumabangon
Umiidlip
Hinahanap
Ang sarili

Bakit hindi
Ko mahinto
Ang pagsara
Ng iyong pinto?

Pakiusap, sandali lang

Pakibalik naman
Konting minutong nakaraan
'Di magawang pakawalan
Talaarawan

Pakibalik naman
Dating sariling maparaan
Ang mabigat, lalagpasan
Talaarawan
Talaarawan

Kakapagod ang maisip
Bakit laging nabibitin
Bibitawan na, pagkabihag sa
Mga salitang ""pasensya ka na""

Bumubukas
Bagong libro
Paalam na
Sa 'yong yugto

Pakibalik naman
Konting minutong nakaraan
Nais ba ng pakawalan
Talaaraawan

Pakibalik naman
Dating sariling maparaan
Ang mabigat, lalagpasan
Talaarawan
Talaarawan
",,,0.9897435897435898,
8,170029093,Lucena,Ben&Ben,"Tatakbo
Pa’no ba napatid
Sa talim ng iyong mga bato’y kumapit
Papalayo
Tumingala sa langit
Sa dilim nitong mga puno’y umawit
Kumawala
Ako’y malaya na
Lucena
Sumisilip
Ang umaga
Sa’king isip
At lumipas
Sa paggising
Alaala
Ng iyong tinig
Kumawala, kumawala ako
Kumawala, kumawala sa’yo
(Palayain ang sarili)
Kumawala, kumawala ako
Kumawala, kumawala sa’yo
Lucena
Sumisilip
Ang umaga
Sa’king isip
At lumipas
Sa paggising
Alaala
Ng iyong tinig","

Tatakbo
Pa'no ba napatid
Sa talim ng iyong mga bato'y kumapit

Papalayo
Tumingala sa langit
Sa dilim nitong mga puno'y umawit

Kumawala
Ako'y malaya na

Lucena
Sumisilip
Ang umaga
Sa'king isip

At lumipas
Sa paggising
Alaala
Ng iyong tinig

Kumawala, kumawala ako
Kumawala, kumawala sa'yo
(Palayain)
Kumawala, kumawala ako
(Ang sarili)

Lucena
Sumisilip
Ang umaga
Sa'king isip

At lumipas
Sa paggising
Alaala
Ng iyong tinig

Lucena
Ang umaga
Sa'king isip

At lumipas
Alaala
Ng iyong tinig
",,,0.8841870824053452,
9,157224809,Kung Akin Ang Mundo,Erik Santos feat. Moira Dela Torre,,"

Kung ako ang may-ari ng mundo
Ibibigay lahat ng gusto mo
Araw-araw pasisikatin ang araw
Buwan-buwan pabibilugin ko ang buwan
Para sa'yo, para sa'yo

Susungkitin mga bituin, para lang makahiling
Na sana'y maging akin
Puso mo at damdamin
Kung pwede lang, kung kaya lang
Kung akin ang mundo
Ang lahat ng ito'y iaalay ko sa'yo...

Kung ako ang hari ng puso
Lagi kitang pababantay kay kupido
Hindi na luluha ang 'yong mga mata
Mananatiling may ngiti sa 'yong labi
Para sa'yo, para sa'yo

Susungkitin mga bituin, para lang makahiling
Na sana'y maging akin
Puso mo at damdamin
Kung pwede lang, kung kaya lang
Kung akin ang mundo
Ang lahat ng ito'y iaalay ko sa'yo...
","Kung ako ang may-ari ng mundo
Ibibigay ang lahat ng gusto mo
Araw-araw pasisikatin ang araw

Buwan-buwan pabibilugin ko ang buwan
Para sa'yo, para sa'yo (hmmm)

Kung ako ang hari ng puso
Lagi kitang pababantay kay kupido
Hindi na luluha ang 'yong mga mata
Mananatiling may ngiti sa 'yong labi
Para sa'yo (para sa'yo)
Para sa'yo
Para sa'yo (para sa'yo)

Susungkitin mga bituin, para lang makahiling
Na sana'y maging akin
Puso mo at damdamin
Kung pwede lang, kung kaya lang
Kung akin ang mundo
Ang lahat ng ito'y (Ang lahat ng ito'y)
Iaalay ko sa'yo...

Susungkitin mga bituin, para lang makahiling
Na sana'y maging akin
Puso mo at damdamin
Kung pwede lang, kung kaya lang
Kung akin ang mundo
Ang lahat ng ito'y (Ang lahat ng ito'y)
Iaalay ko sa'yo

Kung akin ang mundo (Kung akin ang mundo)
Iaalay ko sayo (Iaalay ko sayo)
Kung akin ang mundo (Kung akin ang mundo)
Iaalay ko sayo (Sayo)
Kung akin ang mundo (Kung akin ang mundo)
Iaalay ko sayo",0.6618610747051114,,
